,CaptureEventID,notblank
114887,ASG000n7eq,0
114888,ASG000n7er,0
114889,ASG000n7es,0
114890,ASG000n7et,0
114891,ASG000n7eu,0
114892,ASG000n7ev,0
114893,ASG000n7ew,0
114894,ASG000n7ex,0
114895,ASG000n7ey,0
114896,ASG000n7ez,0
114897,ASG000n7f0,0
114898,ASG000n7f1,0
114899,ASG000n7f2,0
114900,ASG000n7f3,0
114901,ASG000n7f4,0
114902,ASG000n7f5,0
114903,ASG000n7f6,0
114904,ASG000n7f7,0
114905,ASG000n7f8,0
114906,ASG000n7f9,0
114907,ASG000n7fa,0
114908,ASG000n7fb,0
114909,ASG000n7fc,0
114910,ASG000n7fd,0
114911,ASG000n7fe,0
114912,ASG000n7ff,0
114913,ASG000n7fg,0
114914,ASG000n7fh,0
114915,ASG000n7fj,0
114916,ASG000n7fk,0
114917,ASG000n7fl,0
114918,ASG000n7fm,1
114919,ASG000n7fn,0
114920,ASG000n7fo,0
114921,ASG000n7fp,0
114922,ASG000n7fq,0
114923,ASG000n7fr,0
114924,ASG000n7fs,0
114925,ASG000n7ft,0
114926,ASG000n7fu,1
114927,ASG000n7fv,0
114928,ASG000n7fw,0
114929,ASG000n7fx,0
114930,ASG000n7fy,0
114931,ASG000n7g0,0
114932,ASG000n7g1,0
114933,ASG000n7g2,0
114934,ASG000n7g3,0
114935,ASG000n7g4,0
114936,ASG000n7g5,0
114937,ASG000n7g6,0
114938,ASG000n7g7,0
114939,ASG000n7g8,0
114940,ASG000n7g9,0
114941,ASG000n7ga,0
114942,ASG000n7gb,0
114943,ASG000n7gc,0
114944,ASG000n7gd,0
114945,ASG000n7ge,0
114946,ASG000n7gf,0
114947,ASG000n7gg,0
114948,ASG000n7gh,0
114949,ASG000n7gi,0
114950,ASG000n7gj,0
114951,ASG000n7gk,0
114952,ASG000n7gl,0
114953,ASG000n7gm,0
114954,ASG000n7gn,0
114955,ASG000n7go,0
114956,ASG000n7gp,0
114957,ASG000n7gq,0
114958,ASG000n7gt,0
114959,ASG000n7gv,0
114960,ASG000n7gw,1
114961,ASG000n7gx,0
114962,ASG000n7gy,0
114963,ASG000n7gz,0
114964,ASG000n7h0,0
114965,ASG000n7h1,0
114966,ASG000n7h3,0
114967,ASG000n7h4,0
114968,ASG000n7h6,0
114969,ASG000n7h7,1
114970,ASG000n7h8,0
114971,ASG000n7h9,0
114972,ASG000n7hb,0
114973,ASG000n7hd,0
114974,ASG000n7he,0
114975,ASG000n7hf,0
114976,ASG000n7hl,0
114977,ASG000n7hp,1
114978,ASG000n7ht,1
114979,ASG000p3yf,1
114980,ASG000p3yg,1
114981,ASG000p3yh,1
114982,ASG000p3yi,1
114983,ASG000p3yj,1
114984,ASG000p3yk,1
114985,ASG000p3ym,1
114986,ASG000p3yn,1
114987,ASG000p3yo,1
114988,ASG000p3yp,1
114989,ASG000p3yq,1
114990,ASG000p3yr,1
114991,ASG000p3ys,1
114992,ASG000p3yu,1
114993,ASG000p3yv,1
114994,ASG000p3yw,1
114995,ASG000p3yx,1
114996,ASG000p3yy,1
114997,ASG000p3yz,1
114998,ASG000p3z0,1
114999,ASG000p3z2,1
115000,ASG000p3z3,1
115001,ASG000p3z4,1
115002,ASG000p3z5,1
115003,ASG000p3z6,1
115004,ASG000p3z7,1
115005,ASG000p3z8,1
115006,ASG000p3z9,1
115007,ASG000p3za,1
115008,ASG000p3zb,1
115009,ASG000p3zc,1
115010,ASG000p3ze,1
115011,ASG000p3zf,1
115012,ASG000p3zg,1
115013,ASG000p3zh,1
115014,ASG000p3zi,1
115015,ASG000p3zj,1
115016,ASG000p3zl,1
115017,ASG000p3zm,1
115018,ASG000p3zn,1
115019,ASG000p3zo,1
115020,ASG000p3zp,1
115021,ASG000p3zq,1
115022,ASG000p3zr,1
115023,ASG000p3zs,1
115024,ASG000p3zt,1
115025,ASG000p3zu,1
115026,ASG000p3zv,1
115027,ASG000p3zw,1
115028,ASG000p3zx,1
115029,ASG000p3zy,1
115030,ASG000p3zz,1
115031,ASG000p400,1
115032,ASG000p401,1
115033,ASG000p402,1
115034,ASG000p403,1
115035,ASG000p404,1
115036,ASG000p405,1
115037,ASG000p407,1
115038,ASG000p408,1
115039,ASG000p409,1
115040,ASG000p40a,1
115041,ASG000p40b,1
115042,ASG000p40c,1
115043,ASG000p40d,1
115044,ASG000p40e,1
115045,ASG000p40f,1
115046,ASG000p40g,1
115047,ASG000p40h,1
115048,ASG000p40i,1
115049,ASG000p40j,1
115050,ASG000p40k,1
115051,ASG000p40l,1
115052,ASG000p40m,1
115053,ASG000p40n,1
115054,ASG000p40o,1
115055,ASG000p40p,1
115056,ASG000p40q,1
115057,ASG000p40r,1
115058,ASG000p40s,1
115059,ASG000p40t,1
115060,ASG000p40u,1
115061,ASG000p40v,1
115062,ASG000p40w,1
115063,ASG000p40x,1
115064,ASG000p40y,1
115065,ASG000p40z,1
115066,ASG000p410,1
115067,ASG000p411,1
115068,ASG000p412,1
115069,ASG000p414,1
115070,ASG000p415,1
115071,ASG000p416,1
115072,ASG000p417,1
115073,ASG000p418,0
115074,ASG000p41a,0
115075,ASG000p41b,1
115076,ASG000p41c,1
115077,ASG000p41d,1
115078,ASG000p41e,1
115079,ASG000p41f,0
115080,ASG000p41g,0
115081,ASG000p41h,1
115082,ASG000p41i,1
115083,ASG000p41j,0
115084,ASG000p41k,0
115085,ASG000p41l,0
115086,ASG000p41m,1
115087,ASG000p41n,1
115088,ASG000p41o,0
115089,ASG000p41p,1
115090,ASG000p41q,1
115091,ASG000p41r,0
115092,ASG000p41s,1
115093,ASG000p41t,1
115094,ASG000p41u,1
115095,ASG000p41v,1
115096,ASG000p41w,1
115097,ASG000p41x,1
115098,ASG000p41y,1
115099,ASG000p41z,1
115100,ASG000p420,1
115101,ASG000p421,1
115102,ASG000p422,1
115103,ASG000p423,1
115104,ASG000p424,1
115105,ASG000p425,1
115106,ASG000p426,1
115107,ASG000p428,1
115108,ASG000p429,1
115109,ASG000p42a,1
115110,ASG000p42b,1
115111,ASG000p42c,1
115112,ASG000p42d,1
115113,ASG000p42e,1
115114,ASG000p42f,1
115115,ASG000p42h,1
115116,ASG000p42i,1
115117,ASG000p42j,1
115118,ASG000p42k,1
115119,ASG000p42l,1
115120,ASG000p42m,1
115121,ASG000p42n,1
115122,ASG000p42o,1
115123,ASG000p42p,1
115124,ASG000p42q,1
115125,ASG000p42r,1
115126,ASG000p42s,1
115127,ASG000p42t,1
115128,ASG000p42u,1
115129,ASG000p42v,1
115130,ASG000p42w,1
115131,ASG000p42x,1
115132,ASG000p42y,1
115133,ASG000p42z,1
115134,ASG000p430,1
115135,ASG000p431,1
115136,ASG000p432,1
115137,ASG000p433,1
115138,ASG000p434,1
115139,ASG000p435,1
115140,ASG000p436,1
115141,ASG000p437,1
115142,ASG000p438,1
115143,ASG000p439,1
115144,ASG000p43a,1
115145,ASG000p43b,1
115146,ASG000p43c,1
115147,ASG000p43d,1
115148,ASG000p43e,1
115149,ASG000p43f,1
115150,ASG000p43g,1
115151,ASG000p43h,1
115152,ASG000p43i,1
115153,ASG000p43j,1
115154,ASG000p43k,1
115155,ASG000p43l,1
115156,ASG000p43m,1
115157,ASG000p43n,1
115158,ASG000p43o,1
115159,ASG000p43p,1
115160,ASG000p43q,1
115161,ASG000p43r,1
115162,ASG000p43s,1
115163,ASG000p43t,1
115164,ASG000p43u,1
115165,ASG000p43v,1
115166,ASG000p43w,1
115167,ASG000p43x,1
115168,ASG000p43y,1
115169,ASG000p43z,1
115170,ASG000p441,1
115171,ASG000p442,1
115172,ASG000p443,1
115173,ASG000p444,1
115174,ASG000p445,1
115175,ASG000p446,1
115176,ASG000p447,1
115177,ASG000p448,1
115178,ASG000p449,1
115179,ASG000p44a,1
115180,ASG000p44b,1
115181,ASG000p44c,1
115182,ASG000p44d,1
115183,ASG000p44e,1
115184,ASG000p44f,1
115185,ASG000p44g,1
115186,ASG000p44h,1
115187,ASG000p44i,1
115188,ASG000p44j,1
115189,ASG000p44l,1
115190,ASG000p44m,1
115191,ASG000p44n,1
115192,ASG000p44o,1
115193,ASG000p44p,1
115194,ASG000p44q,1
115195,ASG000p44r,1
115196,ASG000p44s,1
115197,ASG000p44t,1
115198,ASG000p44u,1
115199,ASG000p44w,1
115200,ASG000p44x,1
115201,ASG000p44y,1
115202,ASG000p44z,1
115203,ASG000p450,1
115204,ASG000p451,1
115205,ASG000p452,1
115206,ASG000p453,1
115207,ASG000p454,1
115208,ASG000p455,1
115209,ASG000p456,1
115210,ASG000p458,1
115211,ASG000p459,1
115212,ASG000p45a,1
115213,ASG000p45b,1
115214,ASG000p45c,1
115215,ASG000p45d,1
115216,ASG000p45e,1
115217,ASG000p45f,1
115218,ASG000p45g,1
115219,ASG000p45h,1
115220,ASG000p45i,1
115221,ASG000p45j,1
115222,ASG000p45k,1
115223,ASG000p45l,1
115224,ASG000p45m,1
115225,ASG000p45n,1
115226,ASG000p45o,1
115227,ASG000p45p,1
115228,ASG000p45q,1
115229,ASG000p45r,1
115230,ASG000p45s,1
115231,ASG000p45t,1
115232,ASG000p45u,1
115233,ASG000p45v,1
115234,ASG000p45w,1
115235,ASG000p45x,1
115236,ASG000p45y,1
115237,ASG000p45z,1
115238,ASG000p460,1
115239,ASG000p461,1
115240,ASG000p462,1
115241,ASG000p463,1
115242,ASG000p465,1
115243,ASG000p466,1
115244,ASG000p467,1
115245,ASG000p468,1
115246,ASG000p469,1
115247,ASG000p46a,1
115248,ASG000p46b,1
115249,ASG000p46c,1
115250,ASG000p46d,1
115251,ASG000p46e,1
115252,ASG000p46f,1
115253,ASG000p46g,1
115254,ASG000p46h,1
115255,ASG000p46i,1
115256,ASG000p46j,1
115257,ASG000p46k,1
115258,ASG000p46l,1
115259,ASG000p46m,1
115260,ASG000p46n,1
115261,ASG000p46o,1
115262,ASG000p46p,1
115263,ASG000p46q,1
115264,ASG000p46r,1
115265,ASG000p46s,1
115266,ASG000p46t,1
115267,ASG000p46u,1
115268,ASG000p46v,1
115269,ASG000p46w,1
115270,ASG000p46x,1
115271,ASG000p46y,1
115272,ASG000p46z,1
115273,ASG000p470,1
115274,ASG000p471,1
115275,ASG000p472,1
115276,ASG000p473,1
115277,ASG000p474,1
115278,ASG000p475,1
115279,ASG000p476,1
115280,ASG000p477,1
115281,ASG000p479,1
115282,ASG000p47a,1
115283,ASG000p47b,1
115284,ASG000p47c,1
115285,ASG000p47d,1
115286,ASG000p47e,1
115287,ASG000p47f,1
115288,ASG000p47g,1
115289,ASG000p47h,1
115290,ASG000p47i,1
115291,ASG000p47j,1
115292,ASG000p47k,1
115293,ASG000p47l,1
115294,ASG000p47m,1
115295,ASG000p47n,1
115296,ASG000p47o,1
115297,ASG000p47p,1
115298,ASG000p47q,1
115299,ASG000p47r,1
115300,ASG000p47s,1
115301,ASG000p47t,1
115302,ASG000p47u,1
115303,ASG000p47v,1
115304,ASG000p47w,1
115305,ASG000p47x,1
115306,ASG000p47y,1
115307,ASG000p47z,1
115308,ASG000p480,1
115309,ASG000p481,1
115310,ASG000p482,1
115311,ASG000p483,1
115312,ASG000p484,1
115313,ASG000p485,1
115314,ASG000p486,1
115315,ASG000p487,1
115316,ASG000p488,1
115317,ASG000p489,1
115318,ASG000p48b,1
115319,ASG000p48c,1
115320,ASG000p48d,1
115321,ASG000p48e,1
115322,ASG000p48f,1
115323,ASG000p48g,1
115324,ASG000p48h,1
115325,ASG000p48j,1
115326,ASG000p48k,1
115327,ASG000p48l,1
115328,ASG000p48m,1
115329,ASG000p48n,1
115330,ASG000p48o,1
115331,ASG000p48p,1
115332,ASG000p48r,1
115333,ASG000p48s,1
115334,ASG000p48u,1
115335,ASG000p48v,1
115336,ASG000p48w,1
115337,ASG000p48x,1
115338,ASG000p48y,1
115339,ASG000p48z,1
115340,ASG000p490,1
115341,ASG000p491,1
115342,ASG000p492,1
115343,ASG000p493,1
115344,ASG000p494,1
115345,ASG000p495,1
115346,ASG000p496,1
115347,ASG000p497,1
115348,ASG000p498,1
115349,ASG000p499,1
115350,ASG000p49a,1
115351,ASG000p49b,1
115352,ASG000p49c,1
115353,ASG000p49d,1
115354,ASG000p49e,1
115355,ASG000p49f,1
115356,ASG000p49g,1
115357,ASG000p49h,1
115358,ASG000p49i,1
115359,ASG000p49j,1
115360,ASG000p49k,1
115361,ASG000p49l,1
115362,ASG000p49m,1
115363,ASG000p49n,1
115364,ASG000p49o,1
115365,ASG000p49p,1
115366,ASG000p49q,1
115367,ASG000p49r,1
115368,ASG000p49s,1
115369,ASG000p49t,1
115370,ASG000p49u,1
115371,ASG000p49v,1
115372,ASG000p49w,1
115373,ASG000p49x,1
115374,ASG000p49y,1
115375,ASG000p49z,1
115376,ASG000p4a0,1
115377,ASG000p4a1,1
115378,ASG000p4a2,1
115379,ASG000p4a3,1
115380,ASG000p4a4,1
115381,ASG000p4a5,1
115382,ASG000p4a6,1
115383,ASG000p4a7,1
115384,ASG000p4a8,1
115385,ASG000p4a9,1
115386,ASG000p4aa,1
115387,ASG000p4ab,1
115388,ASG000p4ac,1
115389,ASG000p4ad,1
115390,ASG000p4ae,1
115391,ASG000p4af,1
115392,ASG000p4ag,1
115393,ASG000p4ah,1
115394,ASG000p4ai,1
115395,ASG000p4aj,1
115396,ASG000p4ak,1
115397,ASG000p4al,1
115398,ASG000p4am,1
115399,ASG000p4an,1
115400,ASG000p4ao,1
115401,ASG000p4ap,1
115402,ASG000p4aq,1
115403,ASG000p4ar,1
115404,ASG000p4as,1
115405,ASG000p4at,1
115406,ASG000p4au,1
115407,ASG000p4av,1
115408,ASG000p4aw,1
115409,ASG000p4ax,0
115410,ASG000p4ay,1
115411,ASG000p4az,1
115412,ASG000p4b0,1
115413,ASG000p4b1,1
115414,ASG000p4b2,1
115415,ASG000p4b3,1
115416,ASG000p4b4,1
115417,ASG000p4b5,1
115418,ASG000p4b6,1
115419,ASG000p4b7,1
115420,ASG000p4b8,1
115421,ASG000p4b9,1
115422,ASG000p4ba,1
115423,ASG000p4bb,1
115424,ASG000p4bc,1
115425,ASG000p4bd,1
115426,ASG000p4be,1
115427,ASG000p4bf,1
115428,ASG000p4bg,1
115429,ASG000p4bh,1
115430,ASG000p4bi,1
115431,ASG000p4bj,1
115432,ASG000p4bk,1
115433,ASG000p4bl,1
115434,ASG000p4bm,1
115435,ASG000p4bn,1
115436,ASG000p4bp,1
115437,ASG000p4bq,1
115438,ASG000p4br,1
115439,ASG000p4bs,1
115440,ASG000p4bt,1
115441,ASG000p4bu,1
115442,ASG000p4bv,1
115443,ASG000p4bw,1
115444,ASG000p4bx,1
115445,ASG000p4by,1
115446,ASG000p4bz,1
115447,ASG000p4c0,1
115448,ASG000p4c1,1
115449,ASG000p4c2,1
115450,ASG000p4c3,1
115451,ASG000p4c4,1
115452,ASG000p4c5,1
115453,ASG000p4c6,1
115454,ASG000p4c7,1
115455,ASG000p4c8,1
115456,ASG000p4c9,1
115457,ASG000p4ca,1
115458,ASG000p4cb,1
115459,ASG000p4cc,1
115460,ASG000p4cd,1
115461,ASG000p4ce,1
115462,ASG000p4cf,1
115463,ASG000p4cg,1
115464,ASG000p4ch,1
115465,ASG000p4ci,1
115466,ASG000p4cj,1
115467,ASG000p4ck,1
115468,ASG000p4cm,1
115469,ASG000p4cn,1
115470,ASG000p4co,1
115471,ASG000p4cp,1
115472,ASG000p4cq,1
115473,ASG000p4cr,1
115474,ASG000p4cs,1
115475,ASG000p4ct,1
115476,ASG000p4cu,1
115477,ASG000p4cv,1
115478,ASG000p4cw,1
115479,ASG000p4cx,1
115480,ASG000p4cy,1
115481,ASG000p4cz,1
115482,ASG000p4d0,1
115483,ASG000p4d1,1
115484,ASG000p4d2,1
115485,ASG000p4d3,1
115486,ASG000p4d4,1
115487,ASG000p4d5,1
115488,ASG000p4d6,1
115489,ASG000p4d7,1
115490,ASG000p4d8,1
115491,ASG000p4d9,1
115492,ASG000p4da,1
115493,ASG000p4db,1
115494,ASG000p4dc,1
115495,ASG000p4dd,1
115496,ASG000p4de,1
115497,ASG000p4df,1
115498,ASG000p4dg,1
115499,ASG000p4dh,1
115500,ASG000p4di,1
115501,ASG000p4dj,1
115502,ASG000p4dk,1
115503,ASG000p4dl,1
115504,ASG000p4dm,1
115505,ASG000p4dn,1
115506,ASG000p4do,1
115507,ASG000p4dq,1
115508,ASG000p4dr,1
115509,ASG000p4ds,1
115510,ASG000p4dt,1
115511,ASG000p4du,1
115512,ASG000p4dv,1
115513,ASG000p4dw,1
115514,ASG000p4dx,1
115515,ASG000p4dy,1
115516,ASG000p4dz,1
115517,ASG000p4e0,1
115518,ASG000p4e1,1
115519,ASG000p4e2,1
115520,ASG000p4e3,1
115521,ASG000p4e4,1
115522,ASG000p4e5,1
115523,ASG000p4e6,1
115524,ASG000p4e7,1
115525,ASG000p4e8,1
115526,ASG000p4e9,1
115527,ASG000p4ea,1
115528,ASG000p4eb,1
115529,ASG000p4ec,1
115530,ASG000p4ed,1
115531,ASG000p4ee,1
115532,ASG000p4ef,1
115533,ASG000p4eg,1
115534,ASG000p4eh,1
115535,ASG000p4ei,1
115536,ASG000p4ej,1
115537,ASG000p4el,1
115538,ASG000p4em,1
115539,ASG000p4en,1
115540,ASG000p4eo,1
115541,ASG000p4ep,1
115542,ASG000p4eq,1
115543,ASG000p4er,1
115544,ASG000p4es,1
115545,ASG000p4et,1
115546,ASG000p4eu,1
115547,ASG000p4ev,1
115548,ASG000p4ew,1
115549,ASG000p4ex,1
115550,ASG000p4ey,1
115551,ASG000p4ez,1
115552,ASG000p4f0,1
115553,ASG000p4f1,1
115554,ASG000p4f2,1
115555,ASG000p4f3,1
115556,ASG000p4f4,1
115557,ASG000p4f5,1
115558,ASG000p4f6,1
115559,ASG000p4f7,1
115560,ASG000p4f8,1
115561,ASG000p4f9,1
115562,ASG000p4fa,1
115563,ASG000p4fb,1
115564,ASG000p4fc,1
115565,ASG000p4fd,1
115566,ASG000p4fe,1
115567,ASG000p4ff,1
115568,ASG000p4fg,1
115569,ASG000p4fh,1
115570,ASG000p4fi,1
115571,ASG000p4fj,1
115572,ASG000p4fk,1
115573,ASG000p4fl,1
115574,ASG000p4fm,1
115575,ASG000p4fn,1
115576,ASG000p4fo,1
115577,ASG000p4fp,1
115578,ASG000p4fq,1
115579,ASG000p4fr,1
115580,ASG000p4fs,1
115581,ASG000p4ft,1
115582,ASG000p4fu,1
115583,ASG000p4fv,1
115584,ASG000p4fw,1
115585,ASG000p4fx,1
115586,ASG000p4fy,1
115587,ASG000p4fz,1
115588,ASG000p4g0,1
115589,ASG000p4g2,1
115590,ASG000p4g3,1
115591,ASG000p4g4,1
115592,ASG000p4g6,1
115593,ASG000p4g7,1
115594,ASG000p4g8,1
115595,ASG000p4g9,1
115596,ASG000p4ga,1
115597,ASG000p4gb,1
115598,ASG000p4gc,1
115599,ASG000p4gd,1
115600,ASG000p4ge,0
115601,ASG000p4gf,1
115602,ASG000p4gg,1
115603,ASG000p4gh,1
115604,ASG000p4gi,1
115605,ASG000p4gj,1
115606,ASG000p4gk,1
115607,ASG000p4gl,1
115608,ASG000p4gm,1
115609,ASG000p4gn,1
115610,ASG000p4go,1
115611,ASG000p4gp,1
115612,ASG000p4gr,1
115613,ASG000p4gs,1
115614,ASG000p4gt,1
115615,ASG000p4gu,1
115616,ASG000p4gv,1
115617,ASG000p4gw,1
115618,ASG000p4gx,1
115619,ASG000p4gy,1
115620,ASG000p4gz,1
115621,ASG000p4h0,1
115622,ASG000p4h1,1
115623,ASG000p4h2,1
115624,ASG000p4h3,1
115625,ASG000p4h5,1
115626,ASG000p4h6,1
115627,ASG000p4h7,1
115628,ASG000p4h8,1
115629,ASG000p4h9,1
115630,ASG000p4ha,1
115631,ASG000p4hb,1
115632,ASG000p4hc,1
115633,ASG000p4hd,1
115634,ASG000p4he,1
115635,ASG000p4hf,1
115636,ASG000p4hg,1
115637,ASG000p4hh,1
115638,ASG000p4hi,1
115639,ASG000p4hj,1
115640,ASG000p4hk,1
115641,ASG000p4hl,1
115642,ASG000p4hm,1
115643,ASG000p4hn,1
115644,ASG000p4ho,1
115645,ASG000p4hp,1
115646,ASG000p4hq,1
115647,ASG000p4hr,1
115648,ASG000p4hs,1
115649,ASG000p4ht,1
115650,ASG000p4hu,1
115651,ASG000p4hv,1
115652,ASG000p4hw,1
115653,ASG000p4hx,1
115654,ASG000p4hy,1
115655,ASG000p4hz,1
115656,ASG000p4i0,1
115657,ASG000p4i1,1
115658,ASG000p4i2,1
115659,ASG000p4i4,1
115660,ASG000p4i5,1
115661,ASG000p4i6,1
115662,ASG000p4i7,1
115663,ASG000p4i8,1
115664,ASG000p4i9,1
115665,ASG000p4ia,1
115666,ASG000p4ib,1
115667,ASG000p4ic,1
115668,ASG000p4id,1
115669,ASG000p4ie,1
115670,ASG000p4if,1
115671,ASG000p4ig,1
115672,ASG000p4ih,1
115673,ASG000p4ii,1
115674,ASG000p4ij,1
115675,ASG000p4il,1
115676,ASG000p4im,1
115677,ASG000p4in,1
115678,ASG000p4io,1
115679,ASG000p4ip,1
115680,ASG000p4iq,1
115681,ASG000p4is,1
115682,ASG000p4it,1
115683,ASG000p4iu,1
115684,ASG000p4iv,1
115685,ASG000p4ix,1
115686,ASG000p4iy,1
115687,ASG000p4iz,1
115688,ASG000p4j0,1
115689,ASG000p4j1,1
115690,ASG000p4j2,1
115691,ASG000p4j3,1
115692,ASG000p4j4,1
115693,ASG000p4j5,1
115694,ASG000p4j6,1
115695,ASG000p4j7,1
115696,ASG000p4j8,1
115697,ASG000p4j9,1
115698,ASG000p4ja,1
115699,ASG000p4jb,1
115700,ASG000p4jc,1
115701,ASG000p4jd,1
115702,ASG000p4je,1
115703,ASG000p4jf,1
115704,ASG000p4jg,1
115705,ASG000p4jh,1
115706,ASG000p4ji,1
115707,ASG000p4jj,1
115708,ASG000p4jk,1
115709,ASG000p4jl,1
115710,ASG000p4jm,1
115711,ASG000p4jn,1
115712,ASG000p4jo,1
115713,ASG000p4jp,1
115714,ASG000p4jq,1
115715,ASG000p4jr,1
115716,ASG000p4js,1
115717,ASG000p4jt,1
115718,ASG000p4ju,1
115719,ASG000p4jv,1
115720,ASG000p4jw,1
115721,ASG000p4jx,1
115722,ASG000p4jy,1
115723,ASG000p4jz,1
115724,ASG000p4k0,1
115725,ASG000p4k1,1
115726,ASG000p4k2,1
115727,ASG000p4k3,1
115728,ASG000p4k4,1
115729,ASG000p4k5,1
115730,ASG000p4k6,1
115731,ASG000p4k7,1
115732,ASG000p4k8,1
115733,ASG000p4k9,1
115734,ASG000p4ka,1
115735,ASG000p4kb,1
115736,ASG000p4kc,1
115737,ASG000p4kd,1
115738,ASG000p4ke,1
115739,ASG000p4kf,1
115740,ASG000p4kg,1
115741,ASG000p4kh,1
115742,ASG000p4ki,1
115743,ASG000p4kj,1
115744,ASG000p4kk,1
115745,ASG000p4kl,1
115746,ASG000p4km,1
115747,ASG000p4kn,1
115748,ASG000p4ko,1
115749,ASG000p4kp,1
115750,ASG000p4kq,1
115751,ASG000p4kr,1
115752,ASG000p4ks,0
115753,ASG000p4kt,0
115754,ASG000p4ku,0
115755,ASG000p4kv,0
115756,ASG000p4kw,0
115757,ASG000p4kx,0
115758,ASG000p4ky,0
115759,ASG000p4kz,0
115760,ASG000p4l0,1
115761,ASG000p4l1,0
115762,ASG000p4l2,0
115763,ASG000p4l4,0
115764,ASG000p4l5,0
115765,ASG000p4l6,0
115766,ASG000p4l7,0
115767,ASG000p4l8,0
115768,ASG000p4l9,0
115769,ASG000p4la,0
115770,ASG000p4lb,0
115771,ASG000p4lc,0
115772,ASG000p4ld,0
115773,ASG000p4le,0
115774,ASG000p4lf,0
115775,ASG000p4lg,0
115776,ASG000p4lh,0
115777,ASG000p4li,0
115778,ASG000p4lj,1
115779,ASG000p4lk,1
115780,ASG000p4ll,1
115781,ASG000p4lm,1
115782,ASG000p4ln,1
115783,ASG000p4lo,1
115784,ASG000p4lp,1
115785,ASG000p4lq,1
115786,ASG000p4lr,1
115787,ASG000p4ls,1
115788,ASG000p4lt,1
115789,ASG000p4lu,1
115790,ASG000p4lv,1
115791,ASG000p4lw,1
115792,ASG000p4lx,1
115793,ASG000p4ly,1
115794,ASG000p4m0,1
115795,ASG000p4m1,1
115796,ASG000p4m2,1
115797,ASG000p4m3,1
115798,ASG000p4m4,1
115799,ASG000p4m5,1
115800,ASG000p4m6,1
115801,ASG000p4m7,1
115802,ASG000p4m8,1
115803,ASG000p4m9,1
115804,ASG000p4ma,1
115805,ASG000p4mb,1
115806,ASG000p4mc,1
115807,ASG000p4md,1
115808,ASG000p4me,1
115809,ASG000p4mf,1
115810,ASG000p4mg,1
115811,ASG000p4mh,1
115812,ASG000p4mi,1
115813,ASG000p4mj,1
115814,ASG000p4mk,1
115815,ASG000p4ml,1
115816,ASG000p4mm,1
115817,ASG000p4mn,1
115818,ASG000p4mo,1
115819,ASG000p4mp,1
115820,ASG000p4mq,1
115821,ASG000p4mr,1
115822,ASG000p4mt,1
115823,ASG000p4mu,1
115824,ASG000p4mv,1
115825,ASG000p4mx,1
115826,ASG000p4my,1
115827,ASG000p4mz,1
115828,ASG000p4n0,1
115829,ASG000p4n1,1
115830,ASG000p4n2,1
115831,ASG000p4n3,1
115832,ASG000p4n4,1
115833,ASG000p4n5,1
115834,ASG000p4n6,1
115835,ASG000p4n7,1
115836,ASG000p4n8,1
115837,ASG000p4n9,1
115838,ASG000p4na,1
115839,ASG000p4nb,1
115840,ASG000p4nc,1
115841,ASG000p4nd,1
115842,ASG000p4ne,1
115843,ASG000p4nf,1
115844,ASG000p4ng,1
115845,ASG000p4nh,1
115846,ASG000p4ni,1
115847,ASG000p4nj,1
115848,ASG000p4nk,1
115849,ASG000p4nl,1
115850,ASG000p4nm,1
115851,ASG000p4nn,1
115852,ASG000p4no,1
115853,ASG000p4np,1
115854,ASG000p4nq,1
115855,ASG000p4nr,1
115856,ASG000p4ns,1
115857,ASG000p4nu,1
115858,ASG000p4nv,1
115859,ASG000p4nw,1
115860,ASG000p4nx,1
115861,ASG000p4ny,1
115862,ASG000p4nz,1
115863,ASG000p4o0,1
115864,ASG000p4o1,1
115865,ASG000p4o2,1
115866,ASG000p4o3,1
115867,ASG000p4o4,1
115868,ASG000p4o5,1
115869,ASG000p4o6,1
115870,ASG000p4o7,1
115871,ASG000p4o8,1
115872,ASG000p4o9,1
115873,ASG000p4oa,1
115874,ASG000p4ob,1
115875,ASG000p4oc,1
115876,ASG000p4od,1
115877,ASG000p4oe,1
115878,ASG000p4of,1
115879,ASG000p4og,1
115880,ASG000p4oh,1
115881,ASG000p4oi,1
115882,ASG000p4oj,1
115883,ASG000p4ok,1
115884,ASG000p4ol,1
115885,ASG000p4om,1
115886,ASG000p4on,1
115887,ASG000p4oo,1
115888,ASG000p4op,1
115889,ASG000p4oq,1
115890,ASG000p4or,1
115891,ASG000p4os,1
115892,ASG000p4ot,1
115893,ASG000p4ou,1
115894,ASG000p4ov,1
115895,ASG000p4ow,1
115896,ASG000p4oz,1
115897,ASG000p4p0,1
115898,ASG000p4p2,1
115899,ASG000p4p3,1
115900,ASG000p4p4,1
115901,ASG000p4p5,1
115902,ASG000p4p6,1
115903,ASG000p4p7,1
115904,ASG000p4p8,1
115905,ASG000p4p9,1
115906,ASG000p4pa,1
115907,ASG000p4pb,1
115908,ASG000p4pc,1
115909,ASG000p4pd,1
115910,ASG000p4pe,1
115911,ASG000p4pf,1
115912,ASG000p4pg,1
115913,ASG000p4ph,1
115914,ASG000p4pi,1
115915,ASG000p4pj,1
115916,ASG000p4pk,1
115917,ASG000p4pl,1
115918,ASG000p4pm,1
115919,ASG000p4pn,1
115920,ASG000p4po,1
